Title,Time,Artist,Album,Genre,Heart,Plays
Ward,4:04,Dead Horses,Brady Street,Singer/Songwriter,0,1
Calamity Song (iTunes Session),3:42,The Decemberists,iTunes Session: The Decemberists,Alternative,0,1
Setting Forth,1:38,Eddie Vedder,Into the Wild (Music from the Motion Picture),Soundtrack,0,1
The Wolf,1:32,Eddie Vedder,Into the Wild (Music from the Motion Picture),Soundtrack,0,1
Photographs (Bonus Track),0:59,Eddie Vedder,Into the Wild (Music from the Motion Picture),Soundtrack,0,1
Duet for Cello and Bass,5:54,Edgar Meyer & Yo-Yo Ma,Appalachian Journey,Classical,0,1
Cloverfoot Reel,4:25,"Edgar Meyer, Yo-Yo Ma & Mark O'Connor",Appalachian Journey,Classical,0,1
Second Time Around,4:31,"Edgar Meyer, Yo-Yo Ma & Mark O'Connor",Appalachian Journey,Classical,0,1
Hero,3:10,Family of the Year,Loma Vista,Alternative,0,1
When She's Near,2:55,Fiction Family,Fiction Family,Alternative,0,1
Thoughts on a Grey Day,1:43,Fleetwood Mac,Bare Trees,Pop,0,1
I'm So Afraid (Early Version),4:49,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,1
"Rhiannon (Live from the Burbank Studios, Burbank, CA, 1/26/1976)",6:37,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,1
"Why (Live from the Burbank Studios, Burbank, CA, 1/26/1976)",4:00,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,1
"Spare Me a Little (Live at Jorgensen Auditorium, University of Connecticut, Storrs, CT, 10/25/1975)",4:30,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,1
"Rhiannon (Live at Jorgensen Auditorium, University of Connecticut, Storrs, CT, 10/25/1975)",7:57,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,1
"Why (Live at Jorgensen Auditorium, University of Connecticut, Storrs, CT, 10/25/1975)",4:22,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,1
"Over My Head (Live at Campus Stadium, University of California, Santa Barbara, CA 5/2/1976)",3:24,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,1
Not That Funny (Live),9:00,Fleetwood Mac,Fleetwood Mac: Live,Rock,0,1
Sands of Time,7:21,Fleetwood Mac,Future Games,Pop,0,1
Show Me a Smile,3:20,Fleetwood Mac,Future Games,Pop,0,1
Book of Love,3:23,Fleetwood Mac,Mirage (Deluxe),Pop,0,1
Eyes of the World,3:46,Fleetwood Mac,Mirage (Deluxe),Pop,0,1
Wish You Were Here,4:51,Fleetwood Mac,Mirage (Deluxe),Pop,0,1
Love In Store (Early Version),3:38,Fleetwood Mac,Mirage (Deluxe),Rock,0,1
Suma's Walk aka Can't Go Back (Outtake),2:15,Fleetwood Mac,Mirage (Deluxe),Rock,0,1
That's Alright (Alternate Take),3:08,Fleetwood Mac,Mirage (Deluxe),Rock,0,1
Book of Love (Early Version),3:58,Fleetwood Mac,Mirage (Deluxe),Rock,0,1
Only Over You (Alternate Version),5:00,Fleetwood Mac,Mirage (Deluxe),Rock,0,1
Goodbye Angel (Original Outtake),3:13,Fleetwood Mac,Mirage (Deluxe),Rock,0,1
Oh Daddy (Live),4:48,Fleetwood Mac,Rumours,Rock,0,1
Never Going Back Again (Live),2:20,Fleetwood Mac,Rumours,Rock,0,1
Gold Dust Woman (Live),7:03,Fleetwood Mac,Rumours,Rock,0,1
Second Hand News (Early Take),2:27,Fleetwood Mac,Rumours,Rock,0,1
Dreams (Take 2),5:35,Fleetwood Mac,Rumours,Rock,0,1
Never Going Back Again (Acoustic Duet),2:20,Fleetwood Mac,Rumours,Rock,0,1
Go Your Own Way (Early Take),4:05,Fleetwood Mac,Rumours,Rock,0,1
Songbird (Take 10 Instrumental),4:24,Fleetwood Mac,Rumours,Rock,0,1
Keep Me There (With Vocal),4:19,Fleetwood Mac,Rumours,Rock,0,1
Gold Dust Woman (Early Take),5:25,Fleetwood Mac,Rumours,Rock,0,1
Doesn't Anything Last (Early Take),1:03,Fleetwood Mac,Rumours,Rock,0,1
That's Enough for Me,1:51,Fleetwood Mac,Tusk (Remastered),Rock,0,1
Brown Eyes,4:27,Fleetwood Mac,Tusk (Remastered),Rock,0,1
I Know I'm Not Wrong,3:02,Fleetwood Mac,Tusk (Remastered),Rock,0,1
Walk a Thin Line,3:47,Fleetwood Mac,Tusk (Remastered),Rock,0,1
Rabbit Heart (Raise It Up),3:52,Florence + the Machine,Lungs (Deluxe Edition),Alternative,0,1
Hurricane Drunk,3:13,Florence + the Machine,Lungs (Deluxe Edition),Alternative,0,1
Are You Hurting the One You Love?,2:58,Florence + the Machine,Lungs (Deluxe Edition),Alternative,0,1
Arches,4:11,Garth Stevenson,Flying,Instrumental,0,1
Dark Red,5:41,Garth Stevenson,Flying,Instrumental,0,1
Alone,2:03,Garth Stevenson,Flying,Instrumental,0,1
Dusk,6:58,Garth Stevenson,Flying,Instrumental,0,1
Got My Mind Set On You (2009 Mix),3:53,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
Give Me Love (Give Me Peace On Earth) [2009 Mix],3:35,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
Ballad Of Sir Frankie Crisp (Let It Roll) [2009 Mix],3:49,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
My Sweet Lord (2009 Mix),4:41,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
All Things Must Pass (2009 Mix),3:47,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
Any Road (2009 Mix),3:52,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
This Is Love (2009 Mix),3:48,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
All Those Years Ago (2009 Mix),3:46,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
Marwa Blues (2009 Mix),3:41,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
What Is Life (2009 Mix),4:25,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
Rising Sun (2009 Mix),5:27,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
When We Was Fab (2009 Mix),3:51,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
Blow Away (2009 Mix),3:59,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,1
In a Certain Light,3:24,Great Lake Swimmers,"The Waves, The Wake",Singer/Songwriter,0,1
Side Effects,3:37,Great Lake Swimmers,"The Waves, The Wake",Singer/Songwriter,0,1
Unmaking the Bed,3:57,Great Lake Swimmers,"The Waves, The Wake",Singer/Songwriter,0,1
Mouth of Flames,4:09,Great Lake Swimmers,"The Waves, The Wake",Singer/Songwriter,0,1
The Open Sea,6:23,Great Lake Swimmers,"The Waves, The Wake",Singer/Songwriter,0,1
Up From A Dream,3:17,HAIM,Women In Music Pt. III,Alternative,0,1
Gasoline,3:13,HAIM,Women In Music Pt. III,Alternative,0,1
3:00 AM,3:10,HAIM,Women In Music Pt. III,Alternative,0,1
Don't Wanna,3:22,HAIM,Women In Music Pt. III,Alternative,0,1
Another Try,3:25,HAIM,Women In Music Pt. III,Alternative,0,1
I've Been Down,2:51,HAIM,Women In Music Pt. III,Alternative,0,1
Man from the Magazine,2:07,HAIM,Women In Music Pt. III,Alternative,0,1
All That Ever Mattered,2:31,HAIM,Women In Music Pt. III,Alternative,0,1
FUBT,3:13,HAIM,Women In Music Pt. III,Alternative,0,1
Los Angeles,3:20,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
The Steps,4:08,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
I Know Alone,3:46,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Up From A Dream,3:17,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Gasoline,3:13,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
3:00 AM,3:10,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Don't Wanna,3:22,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Another Try,3:25,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Leaning On You,3:21,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Man from the Magazine,2:07,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
All That Ever Mattered,2:31,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
FUBT,3:13,HAIM,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Gasoline (Remix),3:13,HAIM & Taylor Swift,"Women In Music, Pt. III (Expanded Edition)",Alternative,0,1
Golden,3:29,Harry Styles,Fine Line,Pop,0,1
Adore You,3:27,Harry Styles,Fine Line,Pop,0,1
Lights Up,2:52,Harry Styles,Fine Line,Pop,0,1
Cherry,4:19,Harry Styles,Fine Line,Pop,0,1
She,6:03,Harry Styles,Fine Line,Pop,0,1
"Sunflower, Vol. 6",3:42,Harry Styles,Fine Line,Pop,0,1
Treat People With Kindness,3:17,Harry Styles,Fine Line,Pop,0,1
Fine Line,6:18,Harry Styles,Fine Line,Pop,0,1
Sign of the Times,5:41,Harry Styles,Harry Styles,Pop,0,1
Homecoming Heroes,3:46,The Head and the Heart,Let's Be Still (Deluxe),Alternative,0,1
Another Story,4:34,The Head and the Heart,Let's Be Still (Deluxe),Alternative,0,1
Springtime,0:54,The Head and the Heart,Let's Be Still (Deluxe),Alternative,0,1
Summertime,2:53,The Head and the Heart,Let's Be Still (Deluxe),Alternative,0,1
Josh McBride,5:14,The Head and the Heart,Let's Be Still (Deluxe),Alternative,0,1
Shake,4:02,The Head and the Heart,Let's Be Still (Deluxe),Alternative,0,1
Cruel,5:00,The Head and the Heart,Let's Be Still (Deluxe),Alternative,0,1
Colors,4:12,The Head and the Heart,Signs of Light,Alternative,0,1
"The Chain (From the Motion Picture Soundtrack ""The Kitchen"")",4:52,The Highwomen,"The Chain (From the Motion Picture Soundtrack ""The Kitchen"") - Single",Soundtrack,0,1
Cocktail and a Song,3:38,The Highwomen,The Highwomen,Country,0,1
Wheels of Laredo,4:15,The Highwomen,The Highwomen,Country,0,1
Lavender Forever,2:55,Jake Wesley Rogers,Lavender Forever - Single,Pop,0,1
Holy Man (OurVinyl Sessions),3:46,Jake Wesley Rogers & OurVinyl,Jake Wesley Rogers  OurVinyl Sessions - Single,Pop,0,1
Heavy Handed,3:30,James Bay,Chaos and the Calm (Deluxe Edition),Singer/Songwriter,0,1
Chew on My Heart (Madism Remix),3:12,James Bay,Chew on My Heart (Madism Remix) - Single,Alternative,0,1
Love Don't Hate Me,3:27,James Bay,Leap,Alternative,0,1
Hear Your Heart,3:02,James Bay,Other Sides - EP,Singer/Songwriter,0,1
Us (Acoustic),3:02,James Bay,Us (Acoustic) - Single,Alternative,0,1
Steamroller,2:59,James Taylor,"Greatest Hits, Vol. 1",Singer/Songwriter,0,1
Benjamin (Instrumental),3:32,"James Taylor, Yo-Yo Ma, Edgar Meyer & Mark O'Connor",Appalachian Journey,Classical,0,1
Beyond the Stars,2:57,Jhove & takeo,Falling Dreams,Old School Rap,0,1
Coma,1:04,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,1
The Spelling Board,1:00,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,1
The Voice Box,0:51,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,1
Epilogue,1:49,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,1
"So Long, Marianne",5:38,Leonard Cohen,The Best of Leonard Cohen,Rock,0,1
Green Light,3:55,Lorde,Melodrama,Alternative,0,1
Sober,3:17,Lorde,Melodrama,Alternative,0,1
Homemade Dynamite,3:10,Lorde,Melodrama,Alternative,0,1
The Louvre,4:31,Lorde,Melodrama,Alternative,0,1
Liability,2:52,Lorde,Melodrama,Alternative,0,1
Sober II (Melodrama),2:59,Lorde,Melodrama,Alternative,0,1
Writer In the Dark,3:37,Lorde,Melodrama,Alternative,0,1
Liability (Reprise),2:16,Lorde,Melodrama,Alternative,0,1
Perfect Places,3:42,Lorde,Melodrama,Alternative,0,1
Are You Alright?,5:18,Lucinda Williams,West,Rock,0,1
Mama You Sweet,4:45,Lucinda Williams,West,Rock,0,1
Blinding Lights (Apple Music Home Session),3:18,Maisie Peters,Apple Music Home Session: Maisie Peters,Pop,0,1
You to You,3:37,Maisie Peters,Dressed Too Nice For a Jacket - EP,Pop,0,1
April Showers,2:58,Maisie Peters,"It's Your Bed Babe, It's Your Funeral - EP",Pop,0,1
A Little Pain,2:56,Margo Price,All American Made,Country,0,1
All American Made,5:51,Margo Price,All American Made,Country,0,1
Limerock,2:28,Mark O'Connor & Yo-Yo Ma,Appalachian Journey,Classical,0,1
Poem for Carlita,7:34,"Mark O'Connor, Yo-Yo Ma & Edgar Meyer",Appalachian Journey,Classical,0,1
Into Dust (Live),5:54,Mazzy Star,"The Bridge School Collection, Vol. 3 (Live)",Rock,0,1
Bells Ring,4:32,Mazzy Star,So Tonight That I Might See,Rock,0,1
Blue Light,5:11,Mazzy Star,So Tonight That I Might See,Rock,0,1
Paul Revere,4:23,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,1
Occam's Razor,3:14,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,1
Golden Mean,5:18,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,1
Heart Song,4:56,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,1
Osa's Song,2:43,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,1
June,1:23,Meg Hutchinson,Beyond That,Singer/Songwriter,0,1
Good Day to Die,4:21,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,1
Every Day,4:15,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,1
Intro to When the Lights Went Down,0:34,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,1
When the Lights Went Down,4:19,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,1
Yesterday,1:29,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,1
Intro to Beyond That,0:18,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,1
Gatekeeper,4:52,Meg Hutchinson,The Living Side,Singer/Songwriter,0,1
Hopeful Things,3:36,Meg Hutchinson,The Living Side,Singer/Songwriter,0,1
Yea Tho We Walk,3:57,Meg Hutchinson,The Living Side,Singer/Songwriter,0,1
Try to Change,4:02,Mother Mother,O My Heart (Deluxe Video Edition),Alternative,0,1
Wisdom,3:28,Mother Mother,O My Heart (Deluxe Video Edition),Alternative,0,1
Sleep Awake,5:47,Mother Mother,O My Heart (Deluxe Video Edition),Alternative,0,1
"Good Enough (Alternate Version, 2012)",5:49,Mudcrutch,An American Treasure,Rock,0,1
Crystal River (Live),15:01,Mudcrutch,Extended Play Live! - EP,Rock,0,1
Queen of the Go-Go Girls,3:42,Mudcrutch,Mudcrutch (Deluxe Edition),Rock,0,1
House of Stone,3:01,Mudcrutch,Mudcrutch (Deluxe Edition),Rock,0,1
Special Place (Bonus Track),4:42,Mudcrutch,Mudcrutch (Deluxe Edition),Rock,0,1
Welcome to Hell,3:31,Mudcrutch,Mudcrutch 2,Rock,0,1
Victim of Circumstance,2:37,Mudcrutch,Mudcrutch 2,Rock,0,1
Hungry No More,6:14,Mudcrutch,Mudcrutch 2,Rock,0,1
Winterbreak,4:57,MUNA,About U,Alternative,0,1
After,3:24,MUNA,About U,Alternative,0,1
If U Love Me Now,4:14,MUNA,About U,Alternative,0,1
Crying On The Bathroom Floor,4:16,MUNA,About U,Alternative,0,1
In the House of Tom Bombadil,3:45,Nickel Creek,Nickel Creek,Country,0,1
Life In Color,3:23,OneRepublic,Native (Deluxe),Pop,0,1
If I Lose Myself (Acoustic),3:50,OneRepublic,Native (Deluxe),Pop,0,1
What You Wanted (Acoustic),3:24,OneRepublic,Native (Deluxe),Pop,0,1
Something (Live),4:25,Paul McCartney & Eric Clapton,Concert for George (Live),Rock,0,1
Here's to the State (Live) [Bonus Track],5:50,Pearl Jam,Into the Wild (Music from the Motion Picture),Soundtrack,0,1
Good Man,3:29,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,1
Who Else Could I Be,4:36,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,1
Ohio,4:03,Peter Bradley Adams,Leavetaking,Country,0,1
I Cannot Settle Down,3:53,Peter Bradley Adams,Traces,Country,0,1
I Won't,3:43,Peter Bradley Adams,Traces,Country,0,1
Kyoto,3:05,Phoebe Bridgers,Punisher,Alternative,0,1
Sidelines,4:24,Phoebe Bridgers,Sidelines - Single,Alternative,0,1
15 Step,3:57,Radiohead,In Rainbows,Alternative,0,1
Bodysnatchers,4:02,Radiohead,In Rainbows,Alternative,0,1
Nude,4:15,Radiohead,In Rainbows,Alternative,0,1
Weird Fishes / Arpeggi,5:18,Radiohead,In Rainbows,Alternative,0,1
Faust Arp,2:10,Radiohead,In Rainbows,Alternative,0,1
Reckoner,4:50,Radiohead,In Rainbows,Alternative,0,1
House of Cards,5:28,Radiohead,In Rainbows,Alternative,0,1
Jigsaw Falling Into Place,4:09,Radiohead,In Rainbows,Alternative,0,1
Videotape,4:40,Radiohead,In Rainbows,Alternative,0,1
God,4:20,Relient K,Air for Free,Alternative,0,1
Mountaintop,3:38,Relient K,Air for Free,Alternative,0,1
Sleepin',3:50,Relient K,Air for Free,Alternative,0,1
Flower,4:10,Relient K,Air for Free,Alternative,0,1
Marigold,3:48,Relient K,Air for Free,Alternative,0,1
Runnin',5:36,Relient K,Air for Free,Alternative,0,1
Heartache,5:14,Relient K,Air for Free,Alternative,0,1
Light My Candle,4:10,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,1
Santa Fe,3:28,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,1
Take Me Or Leave Me,3:51,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,1
I'll Cover You (Reprise),3:39,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,1
Love Heals,4:37,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,1
Swing Life Away,3:20,Rise Against,Siren Song of the Counter Culture,Alternative,0,1
Catalyst,6:19,Rising Appalachia,The Lost Mystique of Being in the Know,Folk,0,1
Tempest,5:30,Rising Appalachia,The Lost Mystique of Being in the Know,Folk,0,1
St James Infirmary,5:40,Rising Appalachia,The Sails of Self,Worldwide,0,1
Freedom,2:20,Rising Appalachia,The Sails of Self,Worldwide,0,1
You Dont Miss Your Water Till Your Well Runs Dry,4:30,Rising Appalachia,The Sails of Self,Worldwide,0,1
Tiny Fish Lungs,1:42,Rising Appalachia,The Sails of Self,Worldwide,0,1
Caminando,4:18,Rising Appalachia,The Sails of Self,Worldwide,0,1
Blood Pact,3:58,Sea Wolf,Through A Dark Wood,Alternative,0,1
Break It Down,3:14,Sea Wolf,Through A Dark Wood,Alternative,0,1
Forever Nevermore,4:04,Sea Wolf,Through A Dark Wood,Alternative,0,1
Back to the Wind,6:15,Sea Wolf,Through A Dark Wood,Alternative,0,1
The Way You Remember Me,4:25,St. Lucia,When the Night (Deluxe),Alternative,0,1
Elevate,5:08,St. Lucia,When the Night (Deluxe),Alternative,0,1
All Eyes on You,4:27,St. Lucia,When the Night (Deluxe),Alternative,0,1
Closer Than This,3:28,St. Lucia,When the Night (Deluxe),Alternative,0,1
When the Night,7:21,St. Lucia,When the Night (Deluxe),Alternative,0,1
Forgiveness,4:46,St. Lucia,When the Night (Deluxe),Alternative,0,1
Cold Case,4:26,St. Lucia,When the Night (Deluxe),Alternative,0,1
Out Tonight,3:02,St. Lucia,When the Night (Deluxe),Alternative,0,1
It's Your Fault,4:54,The Steel Wheels,"Everyone a Song, Vol. 2",Folk,0,1
Road Never Ends,4:14,The Steel Wheels,Over the Trees,Americana,0,1
Surround Me (Live),3:02,The Steel Wheels,The Steel Wheels (Live at Goose Creek),Country,0,1
Spike Driver (Live),7:56,The Steel Wheels,The Steel Wheels (Live at Goose Creek),Country,0,1
Hold On (Live),5:13,The Steel Wheels,Volume 1: Live at the Station Inn,Americana,0,1
Long Way to Go (Live),9:41,The Steel Wheels,Volume 1: Live at the Station Inn,Americana,0,1
Wild As We Came Here (Live),5:51,The Steel Wheels,Volume 2: Live at the Jefferson Theater,Americana,0,1
Nothing You Can't Lose (Live),5:03,The Steel Wheels,Volume 2: Live at the Jefferson Theater,Americana,0,1
Find Your Mountain (Live),3:25,The Steel Wheels,Volume 2: Live at the Jefferson Theater,Americana,0,1
Shape I'm In (Live),4:46,The Steel Wheels,Volume 2: Live at the Jefferson Theater,Americana,0,1
Ghost of Myself,3:38,The Steel Wheels,Wild As We Came Here,Singer/Songwriter,0,1
Take Me to the Ending,3:49,The Steel Wheels,Wild As We Came Here,Singer/Songwriter,0,1
Scrape Me Off the Ceiling,3:01,The Steel Wheels,Wild As We Came Here (Deluxe Edition),Singer/Songwriter,0,1
Heartbeat,3:21,The Steel Wheels,Wild As We Came Here (Deluxe Edition),Singer/Songwriter,0,1
Till No One Is Free,4:44,The Steel Wheels,Wild As We Came Here (Deluxe Edition),Singer/Songwriter,0,1
Waiting By the Railroad (Bonus Track),4:16,The Steel Wheels,Wild As We Came Here (Deluxe Edition),Singer/Songwriter,0,1
Dreams (Live 1981),5:10,Stevie Nicks,Bella Donna (Deluxe Edition),Rock,0,1
Rhiannon (Live 2005),7:02,Stevie Nicks,Crystal Visions... The Very Best of Stevie Nicks (Bonus Version),Rock,0,1
Stand Back (Live),5:46,Stevie Nicks,Crystal Visions... The Very Best of Stevie Nicks (Bonus Version),Rock,0,1
Italian Summer,4:39,Stevie Nicks,In Your Dreams,Rock,0,1
Cheaper Than Free (feat. Dave Stewart),3:38,Stevie Nicks,In Your Dreams,Rock,0,1
If Anyone Falls In Love (Live from Soundstage),4:12,Stevie Nicks,The Soundstage Sessions: Stevie Nicks (Live),Rock,0,1
How Still My Love (Live from Soundstage),7:34,Stevie Nicks,The Soundstage Sessions: Stevie Nicks (Live),Rock,0,1
Fall from Grace (Live from Soundstage),4:35,Stevie Nicks,The Soundstage Sessions: Stevie Nicks (Live),Rock,0,1
Beauty and the Beast (Live from Soundstage),7:14,Stevie Nicks,The Soundstage Sessions: Stevie Nicks (Live),Rock,0,1
Gold Dust Woman (Live from Soundstage) [Bonus Track],10:07,Stevie Nicks,The Soundstage Sessions: Stevie Nicks (Live),Rock,0,1
